mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,,
US-LT,US,North America,High,LT,Europe & Central Asia,High,127,1931,25,0.01294666,2613746,102,0.000039,331.7576487,4.86E-05,,
IT-LU,IT,Europe & Central Asia,High,LU,Europe & Central Asia,High,126,958,23,0.024008351,314865,103,0.000327124,73.39212964,0.000398958,,
FR-ID,FR,Europe & Central Asia,High,ID,East Asia & Pacific,Lower middle,126,858,22,0.025641026,375650,104,0.000276853,92.61587771,0.000334654,,
ES-EG,ES,Europe & Central Asia,High,EG,Middle East & North Africa,Lower middle,126,1569,28,0.017845762,347122,98,0.000282321,63.2107803,0.000361351,,
FR-BF,FR,Europe & Central Asia,High,BF,Sub-Saharan Africa,Low,126,918,33,0.035947712,375590,93,0.00024761,145.1785087,0.000334654,,
SA-AE,SA,Middle East & North Africa,High,AE,Middle East & North Africa,High,126,1067,21,0.01968135,29709,105,0.003534283,5.568697282,0.004094099,,
IE-BE,IE,Europe & Central Asia,High,BE,Europe & Central Asia,High,126,1608,45,0.027985075,39582,81,0.002046385,13.67537313,0.003058995,,
SI-AT,SI,Europe & Central Asia,High,AT,Europe & Central Asia,High,125,1455,61,0.041924399,11163,64,0.005733226,7.312532216,0.009906483,,
UK-IS,UK,Europe & Central Asia,High,IS,Europe & Central Asia,High,125,2141,44,0.020551144,617932,81,0.000131082,156.7803669,0.000201589,,
PK-FR,PK,South Asia,Lower middle,FR,Europe & Central Asia,High,125,909,20,0.0220022,37261,105,0.00281796,7.807847451,0.003274823,,
NG-CA,NG,Sub-Saharan Africa,Lower middle,CA,North America,High,125,726,20,0.027548209,28208,105,0.003722348,7.400760855,0.004320177,,
UA-CZ,UA,Europe & Central Asia,Lower middle,CZ,Europe & Central Asia,High,125,1093,40,0.036596523,53593,85,0.001586028,23.07432323,0.002285777,,
SE-CZ,SE,Europe & Central Asia,High,CZ,Europe & Central Asia,High,125,2305,37,0.016052061,100270,88,0.00087763,18.29022875,0.001218621,,
JP-IE,JP,East Asia & Pacific,High,IE,Europe & Central Asia,High,124,1430,21,0.014685315,929931,103,0.000110761,132.585722,0.000133138,,
ZA-NZ,ZA,Sub-Saharan Africa,Upper middle,NZ,East Asia & Pacific,High,124,928,9,0.009698276,45608,115,0.002521487,3.846251874,0.002664604,,
MY-YE,MY,East Asia & Pacific,Upper middle,YE,Middle East & North Africa,Low,124,718,19,0.026462396,71400,105,0.001470588,17.99442897,0.001719404,,
FR-GF,FR,Europe & Central Asia,High,GF,#N/A,#N/A,124,446,14,0.031390135,376062,110,0.000292505,107.3148797,0.000329342,,
JP-MN,JP,East Asia & Pacific,High,MN,East Asia & Pacific,Lower middle,124,839,27,0.032181168,930522,97,0.000104243,308.7142769,0.000133138,,
JP-MM,JP,East Asia & Pacific,High,MM,East Asia & Pacific,Lower middle,124,661,19,0.028744327,930700,105,0.000112818,254.7842374,0.000133138,,
AR-CO,AR,Latin America & Caribbean,Upper middle,CO,Latin America & Caribbean,Upper middle,123,1370,38,0.027737226,45437,85,0.001870722,14.82701589,0.002627812,,
CA-MA,CA,North America,High,MA,Middle East & North Africa,Lower middle,123,458,17,0.037117904,331528,106,0.000319732,116.0907967,0.000370498,,
VE-FR,VE,Latin America & Caribbean,Upper middle,FR,Europe & Central Asia,High,123,567,46,0.081128748,6035,77,0.012758906,6.358597311,0.018630718,,
HU-FI,HU,Europe & Central Asia,High,FI,Europe & Central Asia,High,123,1304,56,0.042944785,29579,67,0.002265121,18.95916125,0.003982774,,
CH-IE,CH,Europe & Central Asia,High,IE,Europe & Central Asia,High,123,1585,18,0.011356467,109835,105,0.000955979,11.87940514,0.001103931,,
IL-JP,IL,Middle East & North Africa,High,JP,East Asia & Pacific,High,123,1860,20,0.010752688,64781,103,0.001589972,6.76281449,0.001845711,,
SK-FR,SK,Europe & Central Asia,High,FR,Europe & Central Asia,High,123,1139,60,0.052677788,16868,63,0.003734883,14.10426857,0.006830677,,
SE-ZA,SE,Europe & Central Asia,High,ZA,Sub-Saharan Africa,Upper middle,123,1700,43,0.025294118,100875,80,0.000793061,31.89430147,0.001199123,,
EE-UK,EE,Europe & Central Asia,High,UK,Europe & Central Asia,High,122,1407,62,0.044065387,5684,60,0.010555947,4.174461028,0.017204908,,
CH-PT,CH,Europe & Central Asia,High,PT,Europe & Central Asia,High,122,2182,31,0.014207149,109238,91,0.000833043,17.05451194,0.001094956,,
CY-GR,CY,Europe & Central Asia,High,GR,Europe & Central Asia,High,122,881,60,0.068104427,2703,62,0.022937477,2.969133316,0.034040179,,
SG-NZ,SG,East Asia & Pacific,High,NZ,East Asia & Pacific,High,122,1033,31,0.030009681,52648,91,0.001728461,17.36208419,0.002272685,,
KR-RU,KR,East Asia & Pacific,High,RU,Europe & Central Asia,Upper middle,122,2397,55,0.022945348,306445,67,0.000218636,104.9475713,0.000395024,,
BE-RU,BE,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,121,2181,36,0.01650619,81526,85,0.001042612,15.83157213,0.001445518,,
SE-BR,SE,Europe & Central Asia,High,BR,Latin America & Caribbean,Upper middle,121,1774,48,0.027057497,100801,73,0.000724199,37.3619558,0.001179625,,
ES-MA,ES,Europe & Central Asia,High,MA,Middle East & North Africa,Lower middle,121,1727,26,0.015055009,346964,95,0.000273804,54.98469509,0.000347012,,
PT-AT,PT,Europe & Central Asia,High,AT,Europe & Central Asia,High,120,1839,36,0.019575856,61883,84,0.0013574,14.42158005,0.00188318,,
ZA-IN,ZA,Sub-Saharan Africa,Upper middle,IN,South Asia,Lower middle,120,1766,44,0.024915062,44770,76,0.001697565,14.67693867,0.002578649,,
JP-CZ,JP,East Asia & Pacific,High,CZ,Europe & Central Asia,High,120,3032,30,0.009894459,928329,90,0.0000969,102.0590369,0.000128844,,
SE-PK,SE,Europe & Central Asia,High,PK,South Asia,Lower middle,120,535,25,0.046728972,102040,95,0.000931007,50.19183473,0.001169876,,
IR-NZ,IR,Middle East & North Africa,Lower middle,NZ,East Asia & Pacific,High,119,987,9,0.009118541,154245,110,0.000713151,12.78626692,0.000766595,,
RO-CA,RO,Europe & Central Asia,Upper middle,CA,North America,High,119,825,30,0.036363636,34081,89,0.002611426,13.92482125,0.003409156,,
MA-US,MA,Middle East & North Africa,Lower middle,US,North America,High,119,1175,30,0.025531915,18696,89,0.004760377,5.36342338,0.005988627,,
HR-CH,HR,Europe & Central Asia,High,CH,Europe & Central Asia,High,119,846,25,0.029550827,15469,94,0.006076669,4.862997334,0.007293901,,
IT-IR,IT,Europe & Central Asia,High,IR,Middle East & North Africa,Lower middle,119,3265,39,0.01194487,312558,80,0.000255952,46.66830781,0.000376793,,
RU-MX,RU,Europe & Central Asia,Upper middle,MX,Latin America & Caribbean,Upper middle,119,1543,34,0.022034997,265968,85,0.000319587,68.94828257,0.000444842,,
FR-AE,FR,Europe & Central Asia,High,AE,Middle East & North Africa,High,119,729,10,0.013717421,375779,109,0.000290064,47.2909981,0.000316062,,
CA-CO,CA,North America,High,CO,Latin America & Caribbean,Upper middle,119,1051,28,0.026641294,330935,91,0.000274978,96.88501793,0.000358449,,
CH-HU,CH,Europe & Central Asia,High,HU,Europe & Central Asia,High,119,1689,33,0.019538188,109731,86,0.000783735,24.9295923,0.001068031,,
VE-CO,VE,Latin America & Caribbean,Upper middle,CO,Latin America & Caribbean,Upper middle,118,484,32,0.066115702,6118,86,0.014056881,4.703440323,0.017873372,,
PL-FI,PL,Europe & Central Asia,High,FI,Europe & Central Asia,High,118,2761,46,0.01666063,108828,72,0.000661594,25.18254256,0.001057452,,
US-NI,US,North America,High,NI,Latin America & Caribbean,Lower middle,118,479,4,0.008350731,2615198,114,0.0000436,191.5685456,4.51E-05,,
NL-HU,NL,Europe & Central Asia,High,HU,Europe & Central Asia,High,118,2527,28,0.011080332,169092,90,0.000532255,20.81772853,0.00068757,,
BE-IL,BE,Europe & Central Asia,High,IL,Middle East & North Africa,High,118,1738,35,0.02013809,81969,83,0.001012578,19.88794072,0.001409679,,
UA-JP,UA,Europe & Central Asia,Lower middle,JP,East Asia & Pacific,High,118,974,58,0.059548255,53712,60,0.001117069,53.30759754,0.002157773,,
AR-NL,AR,Latin America & Caribbean,Upper middle,NL,Europe & Central Asia,High,118,1074,35,0.032588454,45733,83,0.001814882,17.95623836,0.00252099,,
GM-UK,GM,Sub-Saharan Africa,Low,UK,Europe & Central Asia,High,118,427,98,0.229508197,139,20,0.143884892,1.595081967,0.208480565,,
MX-AR,MX,Latin America & Caribbean,Upper middle,AR,Latin America & Caribbean,Upper middle,118,2120,27,0.012735849,79906,91,0.001138838,11.18319511,0.001438568,,
AU-CL,AU,East Asia & Pacific,High,CL,Latin America & Caribbean,High,118,1746,28,0.016036655,221344,90,0.000406607,39.44019346,0.000528935,,
CN-GH,CN,East Asia & Pacific,Upper middle,GH,Sub-Saharan Africa,Lower middle,118,1439,36,0.025017373,2018088,82,0.0000406,615.6983,5.84E-05,,
KE-DE,KE,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,117,948,45,0.047468354,7688,72,0.009365245,5.068565401,0.013547939,,
PT-FI,PT,Europe & Central Asia,High,FI,Europe & Central Asia,High,117,1767,32,0.018109791,61955,85,0.001371964,13.19990679,0.001836101,,
SG-SE,SG,East Asia & Pacific,High,SE,Europe & Central Asia,High,117,1264,29,0.022943038,52417,88,0.001678845,13.66596843,0.002179542,,
UY-ES,UY,Latin America & Caribbean,High,ES,Europe & Central Asia,High,117,883,57,0.064552661,3601,60,0.016662038,3.874235561,0.026092774,,
HR-AT,HR,Europe & Central Asia,High,AT,Europe & Central Asia,High,117,1287,36,0.027972028,15028,81,0.005389939,5.189674523,0.007171315,,
BF-FR,BF,Sub-Saharan Africa,Low,FR,Europe & Central Asia,High,117,648,81,0.125,930,36,0.038709677,3.229166667,0.074144487,,
NO-BE,NO,Europe & Central Asia,High,BE,Europe & Central Asia,High,117,2413,41,0.016991297,43379,76,0.001752,9.698229982,0.002555031,,
SA-MY,SA,Middle East & North Africa,High,MY,East Asia & Pacific,Upper middle,117,1235,37,0.029959514,29541,80,0.002708101,11.0629251,0.003801664,,
MW-US,MW,Sub-Saharan Africa,Low,US,North America,High,117,757,78,0.103038309,850,39,0.045882353,2.245706737,0.072806472,,
PT-NO,PT,Europe & Central Asia,High,NO,Europe & Central Asia,High,116,1795,24,0.013370474,61927,92,0.00148562,8.999927334,0.001820407,,
AT-RU,AT,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,116,1741,27,0.015508329,64398,89,0.00138203,11.22140833,0.001753882,,
KR-ES,KR,East Asia & Pacific,High,ES,Europe & Central Asia,High,116,2244,34,0.015151515,306598,82,0.000267451,56.65151515,0.000375597,,
SA-FR,SA,Middle East & North Africa,High,FR,Europe & Central Asia,High,115,1390,32,0.023021583,29386,83,0.002824474,8.150749762,0.003736678,,
US-OM,US,North America,High,OM,Middle East & North Africa,High,115,865,16,0.01849711,2614812,99,0.0000379,488.5501489,4.40E-05,,
KR-DK,KR,East Asia & Pacific,High,DK,Europe & Central Asia,High,115,1282,23,0.017940718,307560,92,0.000299129,59.97659906,0.000372359,,
ID-BD,ID,East Asia & Pacific,Lower middle,BD,South Asia,Lower middle,115,267,2,0.007490637,80646,113,0.001401185,5.345928209,0.00142128,,
CM-US,CM,Sub-Saharan Africa,Lower middle,US,North America,High,115,890,65,0.073033708,4558,50,0.010969724,6.657752809,0.021108664,,
JP-HU,JP,East Asia & Pacific,High,HU,Europe & Central Asia,High,115,2323,34,0.014636246,929038,81,0.0000872,167.8719621,0.000123475,,
HU-ES,HU,Europe & Central Asia,High,ES,Europe & Central Asia,High,115,1972,41,0.020791075,28911,74,0.002559579,8.122848254,0.003723732,,
CN-NG,CN,East Asia & Pacific,Upper middle,NG,Sub-Saharan Africa,Lower middle,114,1639,26,0.015863331,2017888,88,0.0000436,363.7548394,5.64E-05,,
US-JM,US,North America,High,JM,Latin America & Caribbean,Upper middle,114,1220,26,0.021311475,2614457,88,0.0000337,633.1583644,4.36E-05,,
CH-TR,CH,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,114,1238,25,0.020193861,110182,89,0.000807754,25,0.001023156,,
VN-DE,VN,East Asia & Pacific,Lower middle,DE,Europe & Central Asia,High,114,946,36,0.038054968,13537,78,0.005761986,6.604488535,0.007871297,,
JO-UK,JO,Middle East & North Africa,Upper middle,UK,Europe & Central Asia,High,113,745,31,0.041610738,6105,82,0.013431613,3.097970208,0.01649635,,
KR-PH,KR,East Asia & Pacific,High,PH,East Asia & Pacific,Lower middle,113,936,17,0.018162393,307906,96,0.000311783,58.25322739,0.000365883,,
AR-SE,AR,Latin America & Caribbean,Upper middle,SE,Europe & Central Asia,High,113,933,32,0.034297964,45874,81,0.001765706,19.42450346,0.002414169,,
TR-FI,TR,Europe & Central Asia,Upper middle,FI,Europe & Central Asia,High,113,1075,26,0.024186047,131987,87,0.000659156,36.69245656,0.000849228,,
NL-MX,NL,Europe & Central Asia,High,MX,Latin America & Caribbean,Upper middle,113,1180,22,0.018644068,170439,91,0.000533915,34.91951946,0.000658435,,
IL-BE,IL,Middle East & North Africa,High,BE,Europe & Central Asia,High,113,1408,29,0.020596591,65233,84,0.001287692,15.99496922,0.001695653,,
MT-UK,MT,Middle East & North Africa,High,UK,Europe & Central Asia,High,113,459,43,0.093681917,862,70,0.081206497,1.153625895,0.085541257,,
JO-DE,JO,Middle East & North Africa,Upper middle,DE,Europe & Central Asia,High,112,442,27,0.061085973,6408,85,0.013264669,4.605163694,0.016350365,,
NL-TH,NL,Europe & Central Asia,High,TH,East Asia & Pacific,Upper middle,112,1086,24,0.022099448,170533,88,0.000516029,42.82596685,0.000652608,,
MY-FR,MY,East Asia & Pacific,Upper middle,FR,Europe & Central Asia,High,112,1166,24,0.02058319,70952,88,0.001240275,16.59566506,0.00155301,,
FR-GA,FR,Europe & Central Asia,High,GA,Sub-Saharan Africa,Upper middle,112,478,24,0.050209205,376030,88,0.000234024,214.5473564,0.00029747,,
LB-UK,LB,Middle East & North Africa,Upper middle,UK,Europe & Central Asia,High,112,608,31,0.050986842,7608,81,0.010646688,4.788986355,0.013631938,,
DE-RS,DE,Europe & Central Asia,High,RS,Europe & Central Asia,Upper middle,112,2295,29,0.012636166,615630,83,0.000134821,93.7253327,0.000181252,,
SA-CN,SA,Middle East & North Africa,High,CN,East Asia & Pacific,Upper middle,112,1629,51,0.031307551,29147,61,0.00209284,14.95936358,0.003639199,,
KR-MY,KR,East Asia & Pacific,High,MY,East Asia & Pacific,Upper middle,111,1326,22,0.016591252,307516,89,0.000289416,57.32669005,0.000359407,,
CO-AU,CO,Latin America & Caribbean,Upper middle,AU,East Asia & Pacific,High,111,678,27,0.039823009,30631,84,0.00274232,14.52164981,0.003545306,,
AU-IQ,AU,East Asia & Pacific,High,IQ,Middle East & North Africa,Upper middle,111,498,17,0.034136546,222592,94,0.000422297,80.83534137,0.000497557,,
ES-MZ,ES,Europe & Central Asia,High,MZ,Sub-Saharan Africa,Low,111,371,22,0.059299191,348320,89,0.000255512,232.0797117,0.000318333,,
PL-CN,PL,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,111,2617,27,0.010317157,108972,84,0.00077084,13.38430045,0.000994722,,
LT-SE,LT,Europe & Central Asia,High,SE,Europe & Central Asia,High,111,1085,42,0.038709677,10530,69,0.006552707,5.90743338,0.009556608,,
ES-SG,ES,Europe & Central Asia,High,SG,East Asia & Pacific,High,110,1522,18,0.011826544,347169,92,0.000265001,44.62836371,0.000315466,,
HU-PL,HU,Europe & Central Asia,High,PL,Europe & Central Asia,High,110,1714,21,0.012252042,29169,89,0.003051184,4.01550352,0.00356183,,
MY-AE,MY,East Asia & Pacific,Upper middle,AE,Middle East & North Africa,High,110,850,17,0.02,71268,93,0.001304933,15.32645161,0.001525278,,
US-HT,US,North America,High,HT,Latin America & Caribbean,Lower middle,110,540,19,0.035185185,2615137,91,0.0000348,1011.143732,4.21E-05,,
CH-NZ,CH,Europe & Central Asia,High,NZ,East Asia & Pacific,High,110,1135,21,0.018502203,110285,89,0.000807,22.92713953,0.000987255,,
EG-QA,EG,Middle East & North Africa,Lower middle,QA,Middle East & North Africa,High,110,541,24,0.044362292,68432,86,0.001256722,35.3000043,0.001594827,,
BE-VN,BE,Europe & Central Asia,High,VN,East Asia & Pacific,Lower middle,109,751,25,0.033288948,82956,84,0.001012585,32.875214,0.001302161,,
PE-ES,PE,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,109,931,35,0.037593985,8427,74,0.008781298,4.281142044,0.011647788,,
SN-US,SN,Sub-Saharan Africa,Lower middle,US,North America,High,109,496,54,0.108870968,2176,55,0.025275735,4.307331378,0.040793413,,
IL-RU,IL,Middle East & North Africa,High,RU,Europe & Central Asia,Upper middle,109,1367,35,0.025603511,65274,74,0.001133683,22.58437296,0.00163563,,
ES-NZ,ES,Europe & Central Asia,High,NZ,East Asia & Pacific,High,109,1852,19,0.010259179,346839,90,0.000259486,39.53648308,0.000312598,,
PL-IE,PL,Europe & Central Asia,High,IE,Europe & Central Asia,High,108,1529,32,0.020928712,110060,76,0.000690532,30.3080789,0.000967837,,
RS-FR,RS,Europe & Central Asia,Upper middle,FR,Europe & Central Asia,High,108,1228,36,0.029315961,19744,72,0.003646677,8.039087948,0.005149723,,
BE-TR,BE,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,108,1456,22,0.01510989,82251,86,0.00104558,14.45120432,0.001290215,,
AU-JO,AU,East Asia & Pacific,High,JO,Middle East & North Africa,Upper middle,108,335,10,0.029850746,222755,98,0.000439945,67.85105087,0.00048411,,
CM-DE,CM,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,108,792,48,0.060606061,4656,60,0.012886598,4.703030303,0.019823789,,
DK-PL,DK,Europe & Central Asia,High,PL,Europe & Central Asia,High,107,1990,27,0.013567839,59936,80,0.001334757,10.16502513,0.001727869,,
GH-DE,GH,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,107,568,34,0.059859155,5893,73,0.012387578,4.832191781,0.016560904,,
ZA-CN,ZA,Sub-Saharan Africa,Upper middle,CN,East Asia & Pacific,Upper middle,107,1435,32,0.022299652,45101,75,0.001662934,13.40982114,0.002299295,,
CL-IT,CL,Latin America & Caribbean,High,IT,Europe & Central Asia,High,107,1631,41,0.025137952,34214,66,0.001929035,13.03136206,0.002985075,,
TR-SA,TR,Europe & Central Asia,Upper middle,SA,Middle East & North Africa,High,107,1851,27,0.01458671,131211,80,0.000609705,23.92420989,0.000804136,,
US-GT,US,North America,High,GT,Latin America & Caribbean,Upper middle,107,968,29,0.029958678,2614709,78,0.0000298,1004.272105,4.09E-05,,
EG-ES,EG,Middle East & North Africa,Lower middle,ES,Europe & Central Asia,High,107,1000,29,0.029,67973,78,0.001147514,25.27201282,0.001551332,,
HR-FR,HR,Europe & Central Asia,High,FR,Europe & Central Asia,High,107,1205,27,0.022406639,15110,80,0.005294507,4.232053942,0.006558382,,
KE-NL,KE,Sub-Saharan Africa,Lower middle,NL,Europe & Central Asia,High,107,886,49,0.05530474,7750,58,0.007483871,7.389857554,0.012389995,,
HU-DK,HU,Europe & Central Asia,High,DK,Europe & Central Asia,High,106,1121,45,0.04014273,29762,61,0.002049593,19.58570363,0.003432309,,
KR-TH,KR,East Asia & Pacific,High,TH,East Asia & Pacific,Upper middle,106,1626,28,0.017220172,307216,78,0.000253893,67.82451825,0.000343218,,
ZM-US,ZM,Sub-Saharan Africa,Lower middle,US,North America,High,106,621,74,0.119162641,698,32,0.045845272,2.599235105,0.080363912,,
CZ-DK,CZ,Europe & Central Asia,High,DK,Europe & Central Asia,High,106,1615,30,0.018575851,47510,76,0.001599663,11.61235131,0.002157761,,
UK-LB,UK,Europe & Central Asia,High,LB,Middle East & North Africa,Upper middle,106,902,19,0.021064302,619171,87,0.00014051,149.9126972,0.000170948,,
PK-JP,PK,South Asia,Lower middle,JP,East Asia & Pacific,High,106,708,26,0.036723164,37462,80,0.002135497,17.19653955,0.00277705,,
UA-CA,UA,Europe & Central Asia,Lower middle,CA,North America,High,106,534,16,0.029962547,54152,90,0.001661988,18.0281315,0.001938339,,
BE-IN,BE,Europe & Central Asia,High,IN,South Asia,Lower middle,106,1287,18,0.013986014,82420,88,0.001067702,13.09917355,0.001266322,,
