mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_origin,r_mobi_origin,r_coll_origin,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,prop_mobi,prop_coll
BR-CA,BR,Latin America & Caribbean,Upper middle,CA,North America,High,406687,33809,138687,2340,16723,771,0.046104168,389964,1569,0.004023448,11.45886918,0.005753811,0.06921234,0.120580876
FR-NL,FR,Europe & Central Asia,High,NL,Europe & Central Asia,High,376508,76371,193058,2331,22811,600,0.026303099,353697,1731,0.004894019,5.374539192,0.006191104,0.030522057,0.118156202
DE-JP,DE,Europe & Central Asia,High,JP,East Asia & Pacific,High,617925,99584,325627,2291,28265,701,0.024800991,589660,1590,0.002696469,9.197579957,0.00370757,0.023005704,0.08680177
JP-KR,JP,East Asia & Pacific,High,KR,East Asia & Pacific,High,931361,62618,201783,2290,19864,655,0.032974225,911497,1635,0.001793752,18.38281769,0.002458767,0.036570954,0.098442386
BR-DE,BR,Latin America & Caribbean,Upper middle,DE,Europe & Central Asia,High,406687,33809,138687,2282,16420,730,0.044457978,390267,1552,0.003976765,11.1794341,0.005611195,0.06749682,0.118396101
CN-NL,CN,East Asia & Pacific,Upper middle,NL,Europe & Central Asia,High,2019527,123439,635973,2280,19301,648,0.03357339,2000226,1632,0.000815908,41.14850953,0.001128977,0.018470662,0.030348773
FI-US,FI,Europe & Central Asia,High,US,North America,High,54501,10514,33625,2249,12645,1095,0.086595492,41856,1154,0.027570719,3.140850022,0.041265298,0.213905269,0.37605948
JP-FR,JP,East Asia & Pacific,High,FR,Europe & Central Asia,High,931361,62618,201783,2193,18231,600,0.032910976,913130,1593,0.001744549,18.86503411,0.002354619,0.035021879,0.090349534
IN-CA,IN,South Asia,Lower middle,CA,North America,High,437424,50061,117155,2148,8209,291,0.035448898,429215,1857,0.004326503,8.19342949,0.004910567,0.042907653,0.070069566
KR-JP,KR,East Asia & Pacific,High,JP,East Asia & Pacific,High,308842,28777,104711,2145,20447,832,0.040690566,288395,1313,0.004552784,8.937513891,0.006945299,0.074538694,0.195270793
UK-GR,UK,Europe & Central Asia,High,GR,Europe & Central Asia,High,620073,107707,294247,2138,13160,524,0.039817629,606913,1614,0.00265936,14.97263741,0.003447981,0.019850149,0.04472433
UK-JP,UK,Europe & Central Asia,High,JP,East Asia & Pacific,High,620073,107707,294247,2116,23647,625,0.026430414,596426,1491,0.002499891,10.57262649,0.003412501,0.019645891,0.080364456
TH-US,TH,East Asia & Pacific,Upper middle,US,North America,High,41622,6795,20329,2104,8004,840,0.104947526,33618,1264,0.037598905,2.791238874,0.05055019,0.309639441,0.393723252
BE-UK,BE,Europe & Central Asia,High,UK,Europe & Central Asia,High,83707,19098,54184,2081,16920,830,0.049054374,66787,1251,0.01873119,2.618860467,0.024860525,0.108964289,0.312269305
US-NZ,US,North America,High,NZ,East Asia & Pacific,High,2615677,243148,926952,2071,22305,421,0.018874692,2593372,1650,0.000636237,29.66611949,0.000791764,0.008517446,0.024062735
AU-DE,AU,East Asia & Pacific,High,DE,Europe & Central Asia,High,223090,37804,111340,2058,17578,687,0.039082945,205512,1371,0.006671143,5.858507738,0.009224976,0.054438684,0.157876774
NZ-AU,NZ,East Asia & Pacific,High,AU,East Asia & Pacific,High,36965,7991,19438,2006,8571,621,0.072453623,28394,1385,0.048777911,1.485377735,0.05426755,0.251032411,0.440940426
IE-US,IE,Europe & Central Asia,High,US,North America,High,41190,8333,22561,2005,8397,726,0.08645945,32793,1279,0.039002226,2.216782437,0.048676863,0.240609624,0.372190949
KR-CN,KR,East Asia & Pacific,High,CN,East Asia & Pacific,Upper middle,308842,28777,104711,1995,17967,765,0.04257806,290875,1230,0.004228621,10.06901881,0.006459614,0.069326198,0.171586557
DE-BE,DE,Europe & Central Asia,High,BE,Europe & Central Asia,High,617925,99584,325627,1993,26891,627,0.023316351,591034,1366,0.002311204,10.0884014,0.003225311,0.020013255,0.082582218
US-EG,US,North America,High,EG,Middle East & North Africa,Lower middle,2615677,243148,926952,1991,14485,429,0.029616845,2601192,1562,0.000600494,49.32080686,0.00076118,0.008188428,0.015626483
US-RU,US,North America,High,RU,Europe & Central Asia,Upper middle,2615677,243148,926952,1953,28850,653,0.022634315,2586827,1300,0.000502546,45.03927559,0.000746652,0.008032145,0.03112351
US-GR,US,North America,High,GR,Europe & Central Asia,High,2615677,243148,926952,1932,17241,528,0.030624674,2598436,1404,0.000540325,56.67824412,0.000738623,0.007945778,0.018599669
CN-SE,CN,East Asia & Pacific,Upper middle,SE,Europe & Central Asia,High,2019527,123439,635973,1929,20260,684,0.033761106,1999267,1245,0.000622728,54.21483081,0.000955174,0.015627152,0.031856698
DE-DK,DE,Europe & Central Asia,High,DK,Europe & Central Asia,High,617925,99584,325627,1910,22726,553,0.024333363,595199,1357,0.00227991,10.67294998,0.00309099,0.019179788,0.06979151
UK-BE,UK,Europe & Central Asia,High,BE,Europe & Central Asia,High,620073,107707,294247,1903,25016,596,0.023824752,595057,1307,0.002196428,10.84704326,0.003068993,0.017668304,0.08501701
NL-FR,NL,Europe & Central Asia,High,FR,Europe & Central Asia,High,171619,36327,103040,1894,19273,587,0.030457116,152346,1307,0.008579155,3.550129932,0.011036074,0.052137529,0.187043866
CN-KR,CN,East Asia & Pacific,Upper middle,KR,East Asia & Pacific,High,2019527,123439,635973,1842,24937,648,0.025985483,1994590,1194,0.000598619,43.40903297,0.000912095,0.01492235,0.039210784
SE-DE,SE,Europe & Central Asia,High,DE,Europe & Central Asia,High,102575,21422,63065,1841,16267,662,0.040695887,86308,1179,0.013660379,2.979118446,0.017947843,0.085939688,0.25794022
US-ZA,US,North America,High,ZA,Sub-Saharan Africa,Upper middle,2615677,243148,926952,1823,23652,564,0.023845764,2592025,1259,0.000485721,49.09357849,0.000696951,0.007497491,0.025515884
IN-JP,IN,South Asia,Lower middle,JP,East Asia & Pacific,High,437424,50061,117155,1822,9939,434,0.043666365,427485,1388,0.003246898,13.44864263,0.004165295,0.036395597,0.084836328
IN-AU,IN,South Asia,Lower middle,AU,East Asia & Pacific,High,437424,50061,117155,1820,10396,381,0.036648711,427028,1439,0.003369802,10.87562598,0.004160723,0.036355646,0.088737143
US-NO,US,North America,High,NO,Europe & Central Asia,High,2615677,243148,926952,1820,26643,555,0.020830988,2589034,1265,0.000488599,42.63409873,0.000695805,0.007485153,0.028742589
BR-PT,BR,Latin America & Caribbean,Upper middle,PT,Europe & Central Asia,High,406687,33809,138687,1808,15909,535,0.033628764,390778,1273,0.003257604,10.32315866,0.004445679,0.053476885,0.114711545
PL-DE,PL,Europe & Central Asia,High,DE,Europe & Central Asia,High,111589,12171,49777,1797,15031,807,0.053689043,96558,990,0.010252905,5.236471293,0.016103738,0.147646044,0.301966772
ES-NL,ES,Europe & Central Asia,High,NL,Europe & Central Asia,High,348691,47132,149667,1797,18438,530,0.028744983,330253,1267,0.003836453,7.492594264,0.00515356,0.038126963,0.12319349
IT-BE,IT,Europe & Central Asia,High,BE,Europe & Central Asia,High,315823,59697,171682,1790,17731,525,0.029609159,298092,1265,0.004243656,6.977275458,0.005667732,0.029984756,0.103278154
US-IE,US,North America,High,IE,Europe & Central Asia,High,2615677,243148,926952,1770,19076,328,0.01719438,2596601,1442,0.000555341,30.96182058,0.000676689,0.007279517,0.020579275
FR-AU,FR,Europe & Central Asia,High,AU,East Asia & Pacific,High,376508,76371,193058,1747,15052,412,0.027371778,361456,1335,0.003693396,7.41100624,0.004640008,0.022875175,0.077966207
US-FI,US,North America,High,FI,Europe & Central Asia,High,2615677,243148,926952,1738,24604,492,0.019996748,2591073,1246,0.000480882,41.58349528,0.000664455,0.00714791,0.026542906
FR-JP,FR,Europe & Central Asia,High,JP,East Asia & Pacific,High,376508,76371,193058,1721,16326,463,0.028359672,360182,1258,0.003492679,8.119748226,0.004570952,0.022534732,0.08456526
ZA-US,ZA,Sub-Saharan Africa,Upper middle,US,North America,High,46536,7541,23548,1702,10318,782,0.075789882,36218,920,0.025401734,2.983649932,0.036573835,0.225699509,0.438168847
UK-MY,UK,Europe & Central Asia,High,MY,East Asia & Pacific,Upper middle,620073,107707,294247,1701,6264,155,0.024744572,613809,1546,0.002518699,9.824347407,0.002743225,0.015792845,0.021288237
PT-UK,PT,Europe & Central Asia,High,UK,Europe & Central Asia,High,63722,9785,34955,1695,11212,671,0.059846593,52510,1024,0.019501047,3.068891206,0.026599918,0.173224323,0.320755257
US-PL,US,North America,High,PL,Europe & Central Asia,High,2615677,243148,926952,1691,24190,522,0.021579165,2591487,1169,0.000451092,47.83757521,0.000646487,0.006954612,0.026096281
NL-CH,NL,Europe & Central Asia,High,CH,Europe & Central Asia,High,171619,36327,103040,1674,13890,440,0.031677466,157729,1234,0.007823545,4.048991089,0.009754165,0.046081427,0.134802019
IT-CA,IT,Europe & Central Asia,High,CA,North America,High,315823,59697,171682,1670,16509,548,0.033194015,299314,1122,0.003748572,8.85511009,0.005287772,0.027974605,0.096160343
TN-FR,TN,Middle East & North Africa,Lower middle,FR,Europe & Central Asia,High,24450,3541,12478,1667,8121,885,0.108976727,16329,782,0.047890257,2.275551119,0.068179959,0.470770969,0.650825453
PK-US,PK,South Asia,Lower middle,US,North America,High,38170,8271,21168,1656,5985,565,0.094402673,32185,1091,0.033897778,2.784922128,0.043384857,0.200217628,0.282738095
UK-NZ,UK,Europe & Central Asia,High,NZ,East Asia & Pacific,High,620073,107707,294247,1646,12501,314,0.025117991,607572,1332,0.002192333,11.45719802,0.002654526,0.015282201,0.042484715
FR-CN,FR,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,376508,76371,193058,1635,14189,510,0.035943336,362319,1125,0.003104999,11.57595884,0.004342537,0.02140865,0.073496048
BR-ES,BR,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,406687,33809,138687,1630,16751,577,0.034445705,389936,1053,0.002700443,12.75557485,0.004007996,0.048212015,0.12078277
NZ-US,NZ,East Asia & Pacific,High,US,North America,High,36965,7991,19438,1627,7879,616,0.07818251,29086,1011,0.034758991,2.24927448,0.044014608,0.203604055,0.405340056
UK-SA,UK,Europe & Central Asia,High,SA,Middle East & North Africa,High,620073,107707,294247,1615,6867,192,0.027959808,613206,1423,0.00232059,12.04857476,0.002604532,0.014994383,0.023337536
DK-UK,DK,Europe & Central Asia,High,UK,Europe & Central Asia,High,61926,12340,39342,1613,13631,760,0.055755264,48295,853,0.017662284,3.156741456,0.026047218,0.130713128,0.346474506
AU-NZ,AU,East Asia & Pacific,High,NZ,East Asia & Pacific,High,223090,37804,111340,1598,15106,416,0.027538726,207984,1182,0.005683129,4.845697511,0.007163028,0.042270659,0.135674511
UK-DK,UK,Europe & Central Asia,High,DK,Europe & Central Asia,High,620073,107707,294247,1598,22620,501,0.022148541,597453,1097,0.001836128,12.06263659,0.002577116,0.014836547,0.076874191
BD-US,BD,South Asia,Lower middle,US,North America,High,24103,5521,9569,1597,3174,383,0.120667927,20929,1214,0.058005638,2.080279277,0.066257312,0.289259192,0.331696102
JP-ID,JP,East Asia & Pacific,High,ID,East Asia & Pacific,Lower middle,931361,62618,201783,1583,6579,289,0.043927649,924782,1294,0.001399249,31.39373934,0.001699663,0.025280271,0.032604332
IR-AU,IR,Middle East & North Africa,Lower middle,AU,East Asia & Pacific,High,155232,20341,59089,1578,8218,308,0.037478705,147014,1270,0.008638633,4.33849951,0.01016543,0.077577307,0.139078339
ES-CH,ES,Europe & Central Asia,High,CH,Europe & Central Asia,High,348691,47132,149667,1568,14456,452,0.031267294,334235,1116,0.003338968,9.364358389,0.004496818,0.033268268,0.096587758
JP-AU,JP,East Asia & Pacific,High,AU,East Asia & Pacific,High,931361,62618,201783,1566,14393,446,0.030987285,916968,1120,0.001221417,25.36995464,0.00168141,0.025008783,0.071329101
NL-AU,NL,Europe & Central Asia,High,AU,East Asia & Pacific,High,171619,36327,103040,1552,13021,532,0.040857077,158598,1020,0.006431355,6.352794807,0.009043288,0.042723043,0.126368401
HU-US,HU,Europe & Central Asia,High,US,North America,High,30883,6175,18020,1545,6440,612,0.095031056,24443,933,0.038170437,2.489650696,0.050027523,0.250202429,0.357380688
IN-FR,IN,South Asia,Lower middle,FR,Europe & Central Asia,High,437424,50061,117155,1538,8438,351,0.041597535,428986,1187,0.00276699,15.03349632,0.003516039,0.030722519,0.072024241
ES-MX,ES,Europe & Central Asia,High,MX,Latin America & Caribbean,Upper middle,348691,47132,149667,1536,10163,305,0.030010824,338528,1231,0.003636331,8.253049621,0.004405046,0.032589324,0.06790408
FR-TN,FR,Europe & Central Asia,High,TN,Middle East & North Africa,Lower middle,376508,76371,193058,1531,8224,359,0.043652724,368284,1172,0.003182327,13.71723525,0.004066315,0.020046876,0.042598597
NO-US,NO,Europe & Central Asia,High,US,North America,High,45792,6857,28470,1521,11123,750,0.067427852,34669,771,0.022238888,3.031979517,0.033215409,0.221817121,0.390691956
RU-FR,RU,Europe & Central Asia,Upper middle,FR,Europe & Central Asia,High,267511,19827,85747,1518,13704,652,0.04757735,253807,866,0.003412041,13.94395426,0.005674533,0.076562264,0.159819002
PK-CN,PK,South Asia,Lower middle,CN,East Asia & Pacific,Upper middle,38170,8271,21168,1511,6218,487,0.078321004,31952,1024,0.032048072,2.443860064,0.039586062,0.182686495,0.293745276
EG-US,EG,Middle East & North Africa,Lower middle,US,North America,High,68973,8576,26320,1511,7764,585,0.075347759,61209,926,0.015128494,4.98051941,0.021907123,0.176189366,0.294984802
UK-SG,UK,Europe & Central Asia,High,SG,East Asia & Pacific,High,620073,107707,294247,1507,9008,255,0.028308171,611065,1252,0.002048882,13.81639953,0.002430359,0.013991663,0.030613736
TW-CN,TW,East Asia & Pacific,High,CN,East Asia & Pacific,Upper middle,162345,12502,49839,1498,13176,526,0.039921069,149169,972,0.006516099,6.126528687,0.009227263,0.119820829,0.264371276
CL-US,CL,Latin America & Caribbean,High,US,North America,High,35845,5227,18978,1495,8486,715,0.084256422,27359,780,0.028509814,2.955348024,0.041707351,0.286014923,0.447149331
PT-US,PT,Europe & Central Asia,High,US,North America,High,63722,9785,34955,1495,10606,668,0.062983217,53116,827,0.015569697,4.04524372,0.023461285,0.152784875,0.303418681
IN-CN,IN,South Asia,Lower middle,CN,East Asia & Pacific,Upper middle,437424,50061,117155,1494,8804,227,0.025783735,428620,1267,0.002955998,8.722513301,0.00341545,0.029843591,0.075148308
BE-DE,BE,Europe & Central Asia,High,DE,Europe & Central Asia,High,83707,19098,54184,1480,15856,642,0.040489405,67851,838,0.012350592,3.278337225,0.01768072,0.077495026,0.292632511
ES-PT,ES,Europe & Central Asia,High,PT,Europe & Central Asia,High,348691,47132,149667,1479,18474,539,0.029176139,330217,940,0.002846613,10.24942259,0.004241578,0.031379954,0.123434024
IT-SE,IT,Europe & Central Asia,High,SE,Europe & Central Asia,High,315823,59697,171682,1465,16126,496,0.030757782,299697,969,0.003233266,9.512915512,0.004638674,0.024540597,0.093929474
NL-CA,NL,Europe & Central Asia,High,CA,North America,High,171619,36327,103040,1435,12713,464,0.036498073,158906,971,0.006110531,5.972979158,0.008361545,0.039502299,0.12337927
ES-CA,ES,Europe & Central Asia,High,CA,North America,High,348691,47132,149667,1432,12859,440,0.03421728,335832,992,0.002953858,11.58392892,0.004106788,0.030382755,0.085917403
SE-DK,SE,Europe & Central Asia,High,DK,Europe & Central Asia,High,102575,21422,63065,1428,11577,503,0.043448216,90998,925,0.010165059,4.27427112,0.013921521,0.066660443,0.183572505
US-CL,US,North America,High,CL,Latin America & Caribbean,High,2615677,243148,926952,1417,17920,374,0.020870536,2597757,1043,0.0004015,51.98138087,0.000541734,0.005827726,0.019332177
UK-IN,UK,Europe & Central Asia,High,IN,South Asia,Lower middle,620073,107707,294247,1387,11222,272,0.024238104,608851,1115,0.001831318,13.23533066,0.002236833,0.012877529,0.038138027
DE-RU,DE,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,617925,99584,325627,1384,23987,607,0.025305374,593938,777,0.001308217,19.34340164,0.002239754,0.013897815,0.073664039
FI-SE,FI,Europe & Central Asia,High,SE,Europe & Central Asia,High,54501,10514,33625,1380,10888,682,0.062637766,43613,698,0.016004402,3.91378353,0.025320636,0.131253567,0.323806691
AT-UK,AT,Europe & Central Asia,High,UK,Europe & Central Asia,High,66139,14393,41426,1371,10172,437,0.04296107,55967,934,0.016688406,2.574306405,0.020729071,0.095254638,0.245546275
CZ-US,CZ,Europe & Central Asia,High,US,North America,High,49125,6870,27795,1355,8886,621,0.069885213,40239,734,0.01824101,3.831213997,0.027582697,0.197234352,0.319697787
FI-UK,FI,Europe & Central Asia,High,UK,Europe & Central Asia,High,54501,10514,33625,1343,10119,597,0.058997925,44382,746,0.016808616,3.509981091,0.02464175,0.127734449,0.300936803
FR-SE,FR,Europe & Central Asia,High,SE,Europe & Central Asia,High,376508,76371,193058,1340,14185,278,0.019598167,362323,1062,0.002931086,6.686315151,0.003559021,0.017545927,0.073475329
NL-IT,NL,Europe & Central Asia,High,IT,Europe & Central Asia,High,171619,36327,103040,1339,17905,529,0.02954482,153714,810,0.005269527,5.606731412,0.007802166,0.036859636,0.173767469
NZ-UK,NZ,East Asia & Pacific,High,UK,Europe & Central Asia,High,36965,7991,19438,1337,6152,357,0.058029909,30813,980,0.031804758,1.824566924,0.036169349,0.167313227,0.316493466
CA-SA,CA,North America,High,SA,Middle East & North Africa,High,331986,58798,157507,1336,4140,159,0.038405797,327846,1177,0.0035901,10.69769495,0.004024266,0.022721861,0.026284546
MX-ES,MX,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,82026,10119,37635,1334,9258,460,0.049686757,72768,874,0.012010774,4.136848927,0.016263136,0.131831209,0.24599442
CA-CH,CA,North America,High,CH,Europe & Central Asia,High,331986,58798,157507,1326,9994,270,0.02701621,321992,1056,0.003279585,8.237692616,0.003994144,0.022551787,0.063451148
ES-SE,ES,Europe & Central Asia,High,SE,Europe & Central Asia,High,348691,47132,149667,1319,12821,378,0.02948288,335870,941,0.002801679,10.52328883,0.003782719,0.027985233,0.085663506
CA-NL,CA,North America,High,NL,Europe & Central Asia,High,331986,58798,157507,1312,11418,381,0.033368366,320568,931,0.00290422,11.48961361,0.003951974,0.022313684,0.072492016
RU-UK,RU,Europe & Central Asia,Upper middle,UK,Europe & Central Asia,High,267511,19827,85747,1305,13094,527,0.040247442,254417,778,0.003057972,13.16148245,0.004878304,0.065819337,0.152705051
SE-NO,SE,Europe & Central Asia,High,NO,Europe & Central Asia,High,102575,21422,63065,1299,10617,481,0.0453047,91958,818,0.008895365,5.093067975,0.012663904,0.060638596,0.168350115
NL-SE,NL,Europe & Central Asia,High,SE,Europe & Central Asia,High,171619,36327,103040,1289,13296,400,0.030084236,158323,889,0.005615103,5.357735067,0.007510823,0.035483249,0.129037267
CH-CA,CH,Europe & Central Asia,High,CA,North America,High,111420,26940,72388,1287,8218,333,0.040520808,103202,954,0.009244007,4.383467951,0.011550889,0.047772829,0.113527104
DK-SE,DK,Europe & Central Asia,High,SE,Europe & Central Asia,High,61926,12340,39342,1285,10885,583,0.053559945,51041,702,0.013753649,3.894235251,0.020750573,0.104132901,0.276676326
JP-TH,JP,East Asia & Pacific,High,TH,East Asia & Pacific,Upper middle,931361,62618,201783,1284,8528,310,0.036350844,922833,974,0.001055446,34.44123067,0.001378628,0.020505286,0.042263223
IR-DE,IR,Middle East & North Africa,Lower middle,DE,Europe & Central Asia,High,155232,20341,59089,1282,6891,248,0.035988971,148341,1034,0.006970426,5.163094744,0.008258606,0.063025417,0.116620691
ES-BE,ES,Europe & Central Asia,High,BE,Europe & Central Asia,High,348691,47132,149667,1280,13549,391,0.028858218,335142,889,0.002652607,10.87919123,0.003670872,0.02715777,0.090527638
CO-US,CO,Latin America & Caribbean,Upper middle,US,North America,High,31309,4311,14388,1278,5720,570,0.09965035,25589,708,0.027668139,3.601628245,0.040818934,0.296450939,0.397553517
CH-IT,CH,Europe & Central Asia,High,IT,Europe & Central Asia,High,111420,26940,72388,1268,13602,579,0.04256727,97818,689,0.007043693,6.043316647,0.011380363,0.047067558,0.187904072
UK-NO,UK,Europe & Central Asia,High,NO,Europe & Central Asia,High,620073,107707,294247,1257,16270,393,0.024154886,603803,864,0.00143093,16.88054723,0.002027181,0.011670551,0.055293682
PL-UK,PL,Europe & Central Asia,High,UK,Europe & Central Asia,High,111589,12171,49777,1256,11215,425,0.037895675,100374,831,0.008279036,4.577305086,0.01125559,0.103196122,0.22530486
ZA-UK,ZA,Sub-Saharan Africa,Upper middle,UK,Europe & Central Asia,High,46536,7541,23548,1255,7663,471,0.061464179,38873,784,0.02016824,3.047572719,0.026968369,0.166423551,0.325420418
GR-DE,GR,Europe & Central Asia,High,DE,Europe & Central Asia,High,63976,12402,31436,1252,8091,432,0.053392659,55885,820,0.014672989,3.638839903,0.019569839,0.100951459,0.257380074
IN-SG,IN,South Asia,Lower middle,SG,East Asia & Pacific,High,437424,50061,117155,1238,4460,146,0.032735426,432964,1092,0.00252215,12.97917673,0.002830206,0.02472983,0.038069225
